0.000000000000000000e+00 2.712196184912135769e-07 1.031782988625568273e-06
1.000000000000000000e+00 5.627923692056014618e-07 2.060379793493273522e-06
2.000000000000000000e+00 8.543419249219918197e-07 2.916069686742400937e-06
3.000000000000000000e+00 1.145524210330195494e-06 3.524871425007724429e-06
4.000000000000000000e+00 1.435307036596989828e-06 4.382775200087322771e-06
5.000000000000000000e+00 1.722276779973739921e-06 5.256980553440325732e-06
6.000000000000000000e+00 2.004855449340589118e-06 6.111249143711516253e-06
7.000000000000000000e+00 2.281884838656158701e-06 6.915334070924047530e-06
8.000000000000000000e+00 2.553353038327956003e-06 7.642354984802228352e-06
9.000000000000000000e+00 2.819782546544091282e-06 8.286723215698635144e-06
1.000000000000000000e+01 3.082192279236273437e-06 8.857552655031049267e-06
1.100000000000000000e+01 3.341691951916263747e-06 9.369402931665734194e-06
1.200000000000000000e+01 3.599129167116004561e-06 9.840175211261949391e-06
1.300000000000000000e+01 3.855476607803759865e-06 1.028973473127635955e-05
1.400000000000000000e+01 4.111422036700622488e-06 1.073604845366594884e-05
1.500000000000000000e+01 4.367113513154856548e-06 1.119127277354119828e-05
1.600000000000000000e+01 4.622551206072759109e-06 1.166051292565386346e-05
1.700000000000000000e+01 4.877568952767443750e-06 1.214311796385973832e-05
1.800000000000000000e+01 5.131970851396372018e-06 1.263515233650128305e-05
1.900000000000000000e+01 5.385578056607104688e-06 1.313169617150328979e-05
2.000000000000000000e+01 5.638241860310614061e-06 1.362828079524400936e-05
2.100000000000000000e+01 5.889815635076224485e-06 1.412706254316781077e-05
2.200000000000000000e+01 6.140285838505249201e-06 1.464133072315607987e-05
2.300000000000000000e+01 6.389518760801219322e-06 1.514055944626920485e-05
2.400000000000000000e+01 6.637342110929331131e-06 1.562552566059900651e-05
2.500000000000000000e+01 6.886856337653232214e-06 1.611272956821251508e-05
2.600000000000000000e+01 7.140053044329771915e-06 1.660121312542769197e-05
2.700000000000000000e+01 7.400277592732587926e-06 1.710245603792101177e-05
2.800000000000000000e+01 7.667062452027998245e-06 1.760744138449699865e-05
2.900000000000000000e+01 7.937257294219477772e-06 1.810741671957570440e-05
3.000000000000000000e+01 8.204943470125260427e-06 1.858654732063083157e-05
3.100000000000000000e+01 8.462383617439942814e-06 1.902421697220338029e-05
3.200000000000000000e+01 8.706507481329676997e-06 1.941151814961181027e-05
3.300000000000000000e+01 8.946288644859723299e-06 1.976813139156632595e-05
3.400000000000000000e+01 9.203611733167957698e-06 2.014815143960399144e-05
3.500000000000000000e+01 9.479188308874505784e-06 2.055993625560722626e-05
3.600000000000000000e+01 9.755903903929721494e-06 2.096189203161290753e-05
3.700000000000000000e+01 1.001574422991124219e-05 2.132200517485333707e-05
3.800000000000000000e+01 1.024113289703461007e-05 2.165907642013119639e-05
3.900000000000000000e+01 1.043757193098985568e-05 2.194019519871331288e-05
4.000000000000000000e+01 1.062421309330278614e-05 2.219770841052299615e-05
4.100000000000000000e+01 1.081905080787465581e-05 2.246230908308555804e-05
4.200000000000000000e+01 1.103272109080400823e-05 2.282089605152216413e-05
4.300000000000000000e+01 1.126768997122888256e-05 2.319528063118694294e-05
4.400000000000000000e+01 1.152153119909529875e-05 2.355755243140237909e-05
4.500000000000000000e+01 1.179054495276051322e-05 2.391471214805324062e-05
4.600000000000000000e+01 1.207153984164097054e-05 2.426920455682729844e-05
4.700000000000000000e+01 1.236267544022752499e-05 2.462128595117431983e-05
4.800000000000000000e+01 1.266416987359864657e-05 2.496926345947693594e-05
4.900000000000000000e+01 1.298145290985069414e-05 2.530769056475751092e-05
5.000000000000000000e+01 1.332414047366952089e-05 2.570299886556337413e-05
5.100000000000000000e+01 1.372983965630138374e-05 2.607042907208956769e-05
5.200000000000000000e+01 1.446999363170002088e-05 2.601601780351875677e-05
5.300000000000000000e+01 1.643237381424213504e-05 2.534462430428352866e-05
5.400000000000000000e+01 1.850156278234573758e-05 2.380788657062405124e-05
5.500000000000000000e+01 2.033857936355983729e-05 2.239433432713472201e-05
5.600000000000000000e+01 2.201323434862980719e-05 2.129478444952448920e-05
5.700000000000000000e+01 2.358446548128526431e-05 2.048607672503619922e-05
5.800000000000000000e+01 2.505437196469478782e-05 1.985699907955509663e-05
5.900000000000000000e+01 2.655251276272622637e-05 1.936020023735571960e-05
6.000000000000000000e+01 2.812515558278369236e-05 1.899018071837967620e-05
6.100000000000000000e+01 2.961124419691547760e-05 1.864621430009267988e-05
6.200000000000000000e+01 3.107227511745025482e-05 1.837494481475697319e-05
6.300000000000000000e+01 3.265503766772687990e-05 1.813769155551450980e-05
6.400000000000000000e+01 3.412654230142170313e-05 1.789681076034835286e-05
6.500000000000000000e+01 3.562202386632266069e-05 1.771293706681544524e-05
6.600000000000000000e+01 3.719937276910632103e-05 1.754595425882531513e-05
6.700000000000000000e+01 3.863254773175853440e-05 1.739630832008503988e-05
6.800000000000000000e+01 4.019579243039698703e-05 1.727887591487543094e-05
6.900000000000000000e+01 4.169278147318251107e-05 1.715285722570296267e-05
7.000000000000000000e+01 4.318089506743897927e-05 1.705771937400384674e-05
7.100000000000000000e+01 4.474448735464988563e-05 1.696043635285602590e-05
7.200000000000000000e+01 4.618347823930167036e-05 1.687845565259109084e-05
7.300000000000000000e+01 4.775861497219394949e-05 1.680959196122575961e-05
7.400000000000000000e+01 4.919403730006272074e-05 1.674171493989628053e-05
7.500000000000000000e+01 5.074560022683817864e-05 1.668978271948650392e-05
7.600000000000000000e+01 5.220426918254225386e-05 1.661805913471686046e-05
7.700000000000000000e+01 5.373154108145893927e-05 1.655435569327661847e-05
7.800000000000000000e+01 5.521669882314771989e-05 1.648797240286570070e-05
7.900000000000000000e+01 5.672106442120980940e-05 1.643795646796518531e-05
8.000000000000000000e+01 5.821993601715796002e-05 1.638619023528847842e-05
8.100000000000000000e+01 5.970841487835727333e-05 1.635235054198722407e-05
8.200000000000000000e+01 6.120777887952562595e-05 1.634472548148533969e-05
8.300000000000000000e+01 6.268972666165697626e-05 1.633320253190619791e-05
8.400000000000000000e+01 6.417552742896245801e-05 1.636342327978733847e-05
8.500000000000000000e+01 6.566243800602772427e-05 1.640987607534689550e-05
8.600000000000000000e+01 6.712030565534301695e-05 1.645585815023257353e-05
8.700000000000000000e+01 6.862556234558380981e-05 1.649386178157834893e-05
8.800000000000000000e+01 7.004124739103788778e-05 1.653386308251400576e-05
8.900000000000000000e+01 7.157300457526060832e-05 1.656844597996669634e-05
9.000000000000000000e+01 7.293418972596912376e-05 1.664397770074353591e-05
9.100000000000000000e+01 7.448072871016644632e-05 1.670990397135259186e-05
9.200000000000000000e+01 7.581480116667879167e-05 1.676967476433650933e-05
9.300000000000000000e+01 7.732486926925341445e-05 1.682354971598141555e-05
9.400000000000000000e+01 7.870828294068496619e-05 1.687013307457284496e-05
9.500000000000000000e+01 8.011123793680673794e-05 1.691452521854146349e-05
9.600000000000000000e+01 8.159019199319362441e-05 1.695134599445582442e-05
9.700000000000000000e+01 8.286537747930353896e-05 1.698709222852443762e-05
9.800000000000000000e+01 8.437557848564543111e-05 1.701812797788726183e-05
9.900000000000000000e+01 8.567853760016153313e-05 1.704556243278145650e-05
1.000000000000000000e+02 8.703695881938494357e-05 1.707308834949482484e-05
1.010000000000000000e+02 8.849492310819892646e-05 1.709507825616479103e-05
1.020000000000000000e+02 8.970098629327126895e-05 1.711778186428616341e-05
1.030000000000000000e+02 9.113633108602601628e-05 1.713884817362934746e-05
1.040000000000000000e+02 9.247971727753378894e-05 1.715612604376872780e-05
1.050000000000000000e+02 9.366384002044107890e-05 1.717608697830007387e-05
1.060000000000000000e+02 9.511786965551547888e-05 1.719318602409633401e-05
1.070000000000000000e+02 9.637869160769968978e-05 1.720836413847018248e-05
1.080000000000000000e+02 9.754019140410602961e-05 1.722694991444674443e-05
1.090000000000000000e+02 9.897906741158446833e-05 1.724246732603740745e-05
1.100000000000000000e+02 1.002082242989437577e-04 1.725678848357723976e-05
1.110000000000000000e+02 1.013207241959642363e-04 1.727524612253886332e-05
1.120000000000000000e+02 1.027103109112206082e-04 1.729124922911246003e-05
1.130000000000000000e+02 1.039712223861462661e-04 1.730530099929422289e-05
1.140000000000000000e+02 1.050274215848173313e-04 1.732417829718015673e-05
1.150000000000000000e+02 1.062640159410111227e-04 1.734258960497128566e-05
1.160000000000000000e+02 1.076407213560506094e-04 1.735739989824868070e-05
1.170000000000000000e+02 1.086987753773506184e-04 1.737574301249779967e-05
1.180000000000000000e+02 1.097560727708304424e-04 1.739766505296601583e-05
1.190000000000000000e+02 1.110862879408513923e-04 1.741602550256767234e-05
1.200000000000000000e+02 1.123241975955739403e-04 1.743293791614318022e-05
1.210000000000000000e+02 1.133107532814662676e-04 1.745587890902272130e-05
1.220000000000000000e+02 1.143435543022502173e-04 1.748053823959609020e-05
1.230000000000000000e+02 1.156398581273253377e-04 1.750100820606849546e-05
1.240000000000000000e+02 1.168699890382596658e-04 1.755261640135961544e-05
1.250000000000000000e+02 1.178255700714931080e-04 1.758913706584244453e-05
1.260000000000000000e+02 1.187889487195616529e-04 1.763315879380113554e-05
1.270000000000000000e+02 1.198928087146779170e-04 1.769142462681485406e-05
1.280000000000000000e+02 1.212483664534832014e-04 1.775438952534118468e-05
1.290000000000000000e+02 1.222713421555161547e-04 1.780058552817079181e-05
1.300000000000000000e+02 1.231734877175933568e-04 1.783854666348511011e-05
1.310000000000000000e+02 1.241093144560636327e-04 1.788970493082465846e-05
1.320000000000000000e+02 1.251492509657088983e-04 1.795353036201535496e-05
1.330000000000000000e+02 1.264810067604170798e-04 1.802191226306740042e-05
1.340000000000000000e+02 1.275442691409289146e-04 1.807556903669841944e-05
1.350000000000000000e+02 1.284105643670430065e-04 1.811287985680552540e-05
1.360000000000000000e+02 1.292875814200281819e-04 1.816034603632448490e-05
1.370000000000000000e+02 1.301959420084359599e-04 1.822197688568797042e-05
1.380000000000000000e+02 1.311673406508766335e-04 1.829294924227965928e-05
